customer_id,customer_name,age,gender,city,state,phone_number,email,registration_date,language_preference,primary_device
C0059,Rahul Malhotra,37,Male,Hyderabad,Telangana,7814770054,rahul.malhotra12@gmail.com,2024-09-21,Punjabi,Mobile
C0060,Vishal Pillai,48,Male,Jaipur,Rajasthan,9715182037,vishal.pillai79@outlook.com,2023-06-12,English,Tablet
C0061,Ruhi Singh,59,Female,Chennai,Tamil Nadu,6449251925,ruhi.singh85@gmail.com,2024-02-06,Tamil,Laptop
C0062,Pallavi Shah,51,Female,Nagpur,Maharashtra,6850542357,pallavi.shah20@gmail.com,2023-03-21,Punjabi,Mobile
C0063,Payal Shah,27,Female,Noida,Uttar Pradesh,8706537947,payal.shah61@gmail.com,2023-07-18,Gujarati,Tablet
C0064,Preeti Chavan,28,Female,Bengaluru,Karnataka,7075818141,preeti.chavan66@yahoo.com,2023-05-31,Kannada,Tablet
C0065,Sneha Jain,50,Female,Coimbatore,Tamil Nadu,9530515220,sneha.jain90@gmail.com,2023-05-23,Hindi,Mobile
C0066,Sanjay Nair,56,Male,Jaipur,Rajasthan,7341036971,sanjay.nair77@gmail.com,02-07-2024,Kannada,Smart TV
C0067,Aarav Hegde,54,Male,Howrah,West Bengal,9851888880,aarav.hegde82@gmail.com,2024-02-01,Hindi,Laptop
C0068,Nidhi Chatterjee,58,Female,Delhi,Delhi,7205852772,nidhi.chatterjee59@yahoo.com,2023-02-07,,Smart TV
C0069,Swati Ghosh,52,Female,Surat,Gujarat,8450541566,swati.ghosh50@yahoo.com,2023-12-14,Gujarati,Laptop
C0070,Vrinda Das,45,Female,Nagpur,Maharashtra,8845115447,vrinda.das89@yahoo.com,2024-03-30,,Laptop
C0071,Mansi Das,21,Female,Nagpur,Maharashtra,6582029702,mansi.das47@gmail.com,2024-01-06,Telugu,Tablet
C0072,Shweta Saxena,54,Female,Gurgaon,Haryana,6543102786,shweta.saxena34@outlook.com,2024-04-01,Gujarati,Smart TV
C0073,Rahul Saxena,46,Male,Nagpur,Maharashtra,7518844225,rahul.saxena26@gmail.com,2023-05-23,Marathi,Laptop
C0074,Akash Shah,23,Male,Nagpur,Maharashtra,6866912517,akash.shah17@gmail.com,2024-07-18,Telugu,Tablet
C0075,Pooja Mehta,37,Female,Noida,Uttar Pradesh,8584143842,pooja.mehta12@yahoo.com,2024-05-29,Telugu,Smart TV
C0076,Ruhi Mishra,54,Female,Pune,Maharashtra,9109439690,ruhi.mishra38@gmail.com,2024-10-19,English,Laptop
C0077,Vikram Reddy,48,Male,Ahmedabad,Gujarat,8555625881,vikram.reddy35@gmail.com,2024-04-05,Bengali,Tablet
C0078,Ritika Chatterjee,28,Female,Chennai,Tamil Nadu,8278774701,ritika.chatterjee31@outlook.com,2023-08-09,,Laptop
C0079,Yash Bose,24,Male,Howrah,West Bengal,7565060983,yash.bose50@gmail.com,2024-05-31,Tamil,Smart TV
C0080,Sunita Pandey,39,Other,Jodhpur,Rajasthan,8398680002,sunita.pandey67@yahoo.com,2024-04-12,Telugu,Laptop
C0081,Swati Reddy,57,Female,Guwahati,Assam,7888794705,swati.reddy54@gmail.com,2024-08-20,Hindi,Tablet
C0082,Nitin Rajan,21,Male,Lucknow,Uttar Pradesh,6230913075,nitin.rajan27@gmail.com,2024-02-25,Gujarati,Mobile
C0083,Vrinda Iyer,60,Female,Surat,Gujarat,7278585497,vrinda.iyer72@gmail.com,2023-11-02,Bengali,Laptop
C0084,Suhana Yadav,53,Female,Guwahati,Assam,9986652404,suhana.yadav57@outlook.com,2023-09-20,Punjabi,Laptop
C0085,Kavitha Shah,55,Female,Mysuru,Karnataka,8301657120,kavitha.shah21@outlook.com,2024-02-21,Gujarati,Tablet
C0086,Deepa Yadav,21,Female,Nagpur,Maharashtra,8802620672,deepa.yadav38@outlook.com,08-02-2023,Tamil,Laptop
C0087,Kartik Kulkarni,26,Male,Jaipur,Rajasthan,8152742054,kartik.kulkarni23@gmail.com,2024-09-17,English,Laptop
C0088,Suresh Rao,48,Male,Chennai,Tamil Nadu,,suresh.rao35@gmail.com,2023-12-04,Hindi,Laptop
C0089,Sonia Singh,47,Female,Warangal,Telangana,7145933272,sonia.singh48@gmail.com,2024-03-01,Punjabi,Smart TV
C0090,Ruhi Gupta,51,Female,Patna,Bihar,9088398225,ruhi.gupta88@outlook.com,2023-07-30,Punjabi,Tablet
C0091,Ishita Shah,47,Female,Lucknow,Uttar Pradesh,6406403910,ishita.shah70@gmail.com,2023-03-03,Gujarati,Mobile
C0092,Varun Shah,59,Male,Howrah,West Bengal,6766182512,varun.shah17@outlook.com,2023-08-17,Bengali,Tablet
C0093,Charvi Agarwal,32,Female,Mysuru,Karnataka,8431069033,charvi.agarwal58@gmail.com,2024-09-04,Kannada,Mobile
C0094,Gaurav Patil,21,Male,Gurgaon,Haryana,7395995342,gaurav.patil53@outlook.com,2023-11-04,Telugu,Tablet
C0095,Pooja Tiwari,60,Female,Kolkata,West Bengal,6624628733,pooja.tiwari60@gmail.com,2023-03-01,Punjabi,Smart TV
C0096,Prashant Iyer,23,Male,Ahmedabad,Gujarat,9830469901,prashant.iyer93@gmail.com,2024-07-26,Marathi,Laptop
C0097,Priya Iyer,25,Female,Guwahati,Assam,6393638546,priya.iyer40@gmail.com,2023-09-25,Gujarati,Mobile
C0098,Yukta Yadav,41,Female,Chennai,Tamil Nadu,8204899642,yukta.yadav73@gmail.com,2023-09-09,Marathi,Laptop
C0099,Suhana Chopra,40,Female,Noida,Uttar Pradesh,6280801006,suhana.chopra9@gmail.com,04-06-2023,Marathi,Mobile
C0100,Payal Malhotra,19,Female,Mumbai,Maharashtra,9848408621,payal.malhotra31@outlook.com,2023-07-16,Marathi,Laptop
C0101,Riya Pandey,47,Female,Lucknow,Uttar Pradesh,8410166687,,2023-06-25,Marathi,Mobile
C0102,Anjali Menon,54,Female,Surat,Gujarat,9489025039,anjali.menon51@gmail.com,2023-03-20,English,Laptop
C0103,Rajesh Gupta,40,Male,Pune,Maharashtra,8159996504,rajesh.gupta30@yahoo.com,2023-12-31,Telugu,Tablet
C0104,Aditya Chatterjee,23,Male,Hyderabad,Telangana,8655110475,aditya.chatterjee12@yahoo.com,2023-07-11,Punjabi,Tablet
C0105,Amit Tiwari,56,Male,Kanpur,Uttar Pradesh,6046618398,amit.tiwari18@gmail.com,2023-10-03,Tamil,Smart TV
C0106,Ajay Ghosh,22,Male,Coimbatore,Tamil Nadu,8799371240,ajay.ghosh80@outlook.com,2024-01-25,Marathi,Tablet
C0107,Ruhi Shah,56,Female,Patna,Bihar,7265479356,ruhi.shah47@gmail.com,2023-04-27,Punjabi,Smart TV
C0108,Aditi Verma,47,Female,Patna,Bihar,7167243426,aditi.verma77@yahoo.com,2024-05-05,English,Mobile
C0109,Shweta Patil,23,Female,Delhi,Delhi,7290965610,shweta.patil96@gmail.com,2024-06-15,Kannada,Tablet
C0110,Ramesh Krishnan,27,Male,Coimbatore,Tamil Nadu,6146112545,ramesh.krishnan62@gmail.com,2023-12-23,Gujarati,Laptop
C0111,Rohan Mehta,39,Male,Bhopal,Madhya Pradesh,8382825867,rohan.mehta24@gmail.com,2023-07-10,Hindi,Smart TV
C0112,Vijay Sinha,0,Male,Bengaluru,Karnataka,9918255371,vijay.sinha68@gmail.com,2024-10-16,English,Mobile
C0113,Ramesh Hegde,37,Male,Kanpur,Uttar Pradesh,8513412528,ramesh.hegde74@gmail.com,2024-01-28,Punjabi,Smart TV
C0114,Suhana Bose,38,Female,Ahmedabad,Gujarat,7072368876,suhana.bose57@yahoo.com,2024-05-15,Kannada,Laptop
C0115,Gaurav Patil,47,Male,Lucknow,Uttar Pradesh,6881914858,gaurav.patil93@yahoo.com,2024-03-27,Tamil,Smart TV
C0116,Rohan Saxena,23,Male,Ahmedabad,Gujarat,9339596292,rohan.saxena8@yahoo.com,2024-08-06,Punjabi,Smart TV
C0117,Aditya Bose,50,Male,Indore,Madhya Pradesh,8604223253,aditya.bose63@yahoo.com,2023-05-26,English,Tablet
C0118,Amit Desai,35,Male,Patna,Bihar,7775901751,amit.desai55@yahoo.com,2023-08-05,Bengali,Laptop
C0119,Shreya Rajan,39,Female,Indore,Madhya Pradesh,9170127706,shreya.rajan17@gmail.com,2024-10-27,Bengali,Mobile
C0120,Rekha Gupta,59,Female,Noida,Uttar Pradesh,7361103712,rekha.gupta57@gmail.com,10-01-2023,Tamil,Tablet
C0121,Yukta Kumar,23,Female,Guwahati,Assam,9554262218,yukta.kumar22@gmail.com,2024-03-26,Telugu,Tablet
C0122,Tanya Iyer,24,Female,Gurgaon,Haryana,6565234138,tanya.iyer37@yahoo.com,2023-01-28,Bengali,Smart TV
C0123,Namrata Pillai,36,Female,Bhopal,Madhya Pradesh,8761379180,namrata.pillai17@outlook.com,2024-02-01,Marathi,Smart TV
C0124,Kavya Verma,18,Female,Hyderabad,Telangana,9684866618,kavya.verma11@gmail.com,14-11-2023,Telugu,Laptop
C0125,Rahul Ghosh,33,Male,Pune,Maharashtra,6179904210,rahul.ghosh21@yahoo.com,2024-05-23,Bengali,Smart TV
C0126,Vivek Mehta,19,Male,Chennai,Tamil Nadu,9491778507,vivek.mehta21@outlook.com,2023-09-19,Tamil,Smart TV
C0127,Priya Patel,18,Female,Mysuru,Karnataka,7622086353,priya.patel35@gmail.com,2023-03-21,Hindi,Smart TV
C0128,Shubham Patel,22,Male,Ahmedabad,Gujarat,7518705349,shubham.patel32@yahoo.com,2024-04-20,Kannada,Smart TV
C0129,Ajay Verma,40,Male,Bhopal,Madhya Pradesh,9506413836,ajay.verma19@gmail.com,2023-10-14,Punjabi,Tablet
C0130,Shweta Kapoor,23,Female,Lucknow,Uttar Pradesh,8619906234,shweta.kapoor51@gmail.com,2023-12-01,Tamil,Smart TV
C0131,Nitin Joshi,28,Male,Ahmedabad,Gujarat,6185374741,nitin.joshi39@gmail.com,09-09-2024,Marathi,Smart TV
C0132,Ankit Tiwari,21,Male,Indore,Madhya Pradesh,8067883171,ankit.tiwari2@yahoo.com,2023-03-05,Telugu,Smart TV
C0133,Shweta Gupta,34,Female,Nagpur,Maharashtra,,shweta.gupta57@gmail.com,2023-05-12,Marathi,Mobile
C0134,Ramesh Singh,54,Male,Howrah,West Bengal,6706625324,ramesh.singh5@gmail.com,2024-09-20,Bengali,Tablet
C0135,Akash Malhotra,35,Male,Kolkata,West Bengal,8806578759,akash.malhotra24@gmail.com,2023-01-27,Bengali,Mobile
C0136,Yukta Kulkarni,55,Female,Mysuru,Karnataka,9334803965,yukta.kulkarni23@outlook.com,2023-06-30,Marathi,Mobile
C0137,Nidhi Rajan,54,Female,Bengaluru,Karnataka,6842701039,nidhi.rajan1@gmail.com,2023-12-06,Telugu,Laptop
C0138,Swati Singh,55,Female,Patna,Bihar,9851569154,swati.singh94@gmail.com,2024-03-23,Marathi,Smart TV
C0139,Aditi Hegde,32,Female,Indore,Madhya Pradesh,8644220969,aditi.hegde79@gmail.com,2023-08-15,Gujarati,Smart TV
C0140,Rahul Chatterjee,38,Male,Noida,Uttar Pradesh,9570433154,rahul.chatterjee7@yahoo.com,2024-01-31,Telugu,Tablet
C0141,Ravi Tiwari,24,Male,Surat,Gujarat,8271040541,ravi.tiwari49@gmail.com,2023-06-14,Tamil,Laptop
C0142,Payal Malhotra,45,Female,Bhopal,Madhya Pradesh,6201533688,payal.malhotra31@gmail.com,09-04-2023,Gujarati,Smart TV
C0143,Aarav Agarwal,60,Male,Bhopal,Madhya Pradesh,8103241714,aarav.agarwal85@yahoo.com,2023-09-29,Telugu,Laptop
C0144,Shweta Rao,34,Female,Ahmedabad,Gujarat,8490211586,shweta.rao71@outlook.com,2023-03-04,English,Tablet
C0145,Sonia Malhotra,43,Female,Patna,Bihar,,sonia.malhotra74@gmail.com,2024-09-27,Gujarati,Smart TV
C0146,Meera Iyer,26,Female,Pune,Maharashtra,6329451168,meera.iyer36@gmail.com,2024-06-16,Punjabi,Tablet
C0147,Nikhil Nair,55,Male,Delhi,Delhi,9485646799,nikhil.nair52@gmail.com,2023-05-28,English,Mobile
C0148,Pankaj Chatterjee,48,Male,Hyderabad,Telangana,9544471324,pankaj.chatterjee42@outlook.com,2023-10-03,Tamil,Smart TV
C0149,Ajay Chopra,41,Male,Pune,Maharashtra,8148628902,ajay.chopra8@gmail.com,13-09-2023,Marathi,Smart TV
C0150,Ramesh Chavan,25,Male,Indore,Madhya Pradesh,,ramesh.chavan23@gmail.com,2024-04-30,Telugu,Laptop
C0151,Riya Bose,21,Female,Noida,Uttar Pradesh,8333468007,riya.bose77@outlook.com,2023-01-09,Bengali,Laptop
C0152,Ravi Tiwari,31,Male,Ahmedabad,Gujarat,6910858994,ravi.tiwari9@gmail.com,2023-12-11,Bengali,Laptop
C0153,Aarti Pillai,33,Female,Pune,Maharashtra,6520744666,aarti.pillai74@yahoo.com,2023-07-14,Punjabi,Tablet
C0154,Nidhi Chavan,28,Female,Indore,Madhya Pradesh,8417248251,nidhi.chavan40@gmail.com,2024-03-06,Bengali,Laptop
C0155,Deepak Malhotra,58,Male,Lucknow,Uttar Pradesh,9738168460,deepak.malhotra26@outlook.com,2023-12-17,Gujarati,Smart TV
C0156,Varun Gupta,58,Male,Noida,Uttar Pradesh,9074329271,varun.gupta55@gmail.com,2024-02-18,Hindi,Mobile
C0157,Shweta Sharma,51,Female,Bangalore,Karnataka,,shweta.sharma45@yahoo.com,2023-11-16,Bengali,Smart TV
C0158,Rohan Ghosh,47,Male,Guwahati,Assam,7625753260,rohan.ghosh17@gmail.com,2023-08-05,Telugu,Mobile
C0159,Rohan Sinha,34,Male,Jodhpur,Rajasthan,9100167618,rohan.sinha27@gmail.com,07-10-2024,Tamil,Laptop
C0160,Shreya Jain,24,Female,Jaipur,Rajasthan,9411739348,shreya.jain53@outlook.com,2023-10-30,Kannada,Tablet
C0161,Aarav Sharma,25,Male,Lucknow,Uttar Pradesh,8181143744,aarav.sharma23@gmail.com,2023-02-10,Marathi,Tablet
C0162,Neha Patel,0,Female,Indore,Madhya Pradesh,7579415521,neha.patel35@gmail.com,2024-01-30,English,Smart TV
C0163,Vikram Reddy,55,Male,Surat,Gujarat,6296590277,vikram.reddy6@gmail.com,2023-03-06,Punjabi,Smart TV
C0164,Kavya Kulkarni,57,Other,Delhi,Delhi,8756289002,kavya.kulkarni64@gmail.com,19-06-2023,Kannada,Laptop
C0165,Suresh Chavan,59,Other,Kolkata,West Bengal,6797177517,,2024-02-18,Hindi,Mobile
C0166,Payal Ghosh,53,Female,Bengaluru,Karnataka,7503758997,payal.ghosh58@yahoo.com,2023-04-27,Hindi,Laptop
C0167,Aditya Naidu,24,Male,Pune,Maharashtra,6261493316,aditya.naidu25@gmail.com,2023-12-13,Tamil,Tablet
C0168,Nitin Chavan,49,Male,Mumbai,Maharashtra,6978292216,nitin.chavan42@yahoo.com,2024-05-31,Kannada,Laptop
C0169,Pankaj Bose,26,Male,Gurgaon,Haryana,7858333945,pankaj.bose91@outlook.com,2024-10-27,Punjabi,Laptop
C0170,Nidhi Naidu,54,Female,Indore,Madhya Pradesh,7608106200,nidhi.naidu21@gmail.com,2023-10-21,Hindi,Laptop
C0171,Kartik Patel,46,Male,Delhi,Delhi,8863840666,kartik.patel41@outlook.com,19-07-2024,Kannada,Tablet
C0172,Shweta Krishnan,56,Female,Bengaluru,Karnataka,7721228160,shweta.krishnan17@gmail.com,2023-06-14,Marathi,Tablet
C0173,Ananya Patel,38,Female,Kanpur,Uttar Pradesh,7798515832,ananya.patel21@gmail.com,2024-03-01,Marathi,Smart TV
C0174,Pallavi Mishra,31,Female,Kanpur,Uttar Pradesh,9157399305,pallavi.mishra15@gmail.com,2024-01-31,Hindi,Laptop
C0175,Namrata Saxena,36,Female,Bhopal,Madhya Pradesh,9128801336,namrata.saxena90@yahoo.com,2024-03-21,Telugu,Mobile
C0176,Pankaj Patel,21,Male,Noida,Uttar Pradesh,9934667665,pankaj.patel69@gmail.com,2023-01-07,Hindi,Mobile
C0177,Omkar Joshi,37,Male,Kanpur,Uttar Pradesh,6660728326,omkar.joshi38@yahoo.com,2024-10-11,Marathi,Mobile
C0178,Aditi Nair,18,Female,Lucknow,Uttar Pradesh,9435368222,aditi.nair25@gmail.com,2023-04-28,Hindi,Tablet
C0179,Kavya Bose,34,Female,Delhi,Delhi,6552314913,kavya.bose79@gmail.com,2023-11-10,Marathi,Laptop
C0180,Meera Sharma,32,Female,Patna,Bihar,6452577754,meera.sharma83@gmail.com,2024-09-13,Telugu,Smart TV
C0181,Rahul Kumar,50,Male,Bhopal,Madhya Pradesh,,rahul.kumar76@gmail.com,2023-08-06,Punjabi,Tablet
C0182,Ananya Pandey,55,Female,Guwahati,Assam,8788165803,ananya.pandey79@yahoo.com,2023-06-19,Telugu,Smart TV
C0183,Simran Nair,48,Female,Coimbatore,Tamil Nadu,6314530385,simran.nair6@gmail.com,2023-02-10,Punjabi,Laptop
C0184,Rekha Krishnan,29,Female,Kolkata,West Bengal,9846386557,rekha.krishnan1@yahoo.com,2024-05-28,Kannada,Mobile
C0185,Kavitha Iyer,28,Female,Coimbatore,Tamil Nadu,9365177739,kavitha.iyer3@gmail.com,07-09-2023,Telugu,Smart TV
C0186,Anjali Rajan,28,Female,Hyderabad,Telangana,6990413797,anjali.rajan53@outlook.com,2024-09-07,Telugu,Laptop
C0187,Pankaj Kapoor,22,Male,Mysuru,Karnataka,8103886291,pankaj.kapoor77@gmail.com,2023-02-09,Tamil,Mobile
C0188,Rajesh Bhat,18,Male,Indore,Madhya Pradesh,6508637659,rajesh.bhat90@yahoo.com,2024-08-12,Gujarati,Smart TV
C0189,Riya Bose,52,Female,Howrah,West Bengal,9098180635,riya.bose55@gmail.com,2024-10-29,Punjabi,Tablet
C0190,Payal Das,43,Female,Bengaluru,Karnataka,6258874495,payal.das18@yahoo.com,2023-05-02,Telugu,Mobile
C0191,Sunil Mishra,57,Male,Patna,Bihar,9260127961,sunil.mishra11@gmail.com,15-09-2024,English,Laptop
C0192,Ruhi Singh,29,Female,Bhopal,Madhya Pradesh,9384309883,ruhi.singh47@yahoo.com,2023-09-02,Tamil,Laptop
C0193,Nidhi Desai,30,Female,Jaipur,Rajasthan,,nidhi.desai71@yahoo.com,2023-10-19,Marathi,Laptop
C0194,Kavitha Menon,30,Female,Ahmedabad,Gujarat,9426818184,kavitha.menon66@gmail.com,2023-09-21,Bengali,Tablet
C0195,Simran Malhotra,39,Female,Ahmedabad,Gujarat,9714163356,simran.malhotra2@outlook.com,2023-09-27,Marathi,Mobile
C0196,Sunita Malhotra,31,Female,Lucknow,Uttar Pradesh,8733343333,sunita.malhotra14@yahoo.com,2023-05-03,Gujarati,Mobile
C0197,Charvi Patel,41,Female,Kanpur,Uttar Pradesh,7728463920,charvi.patel70@gmail.com,2023-02-03,Telugu,Tablet
C0198,Mansi Kapoor,18,Other,Mumbai,Maharashtra,9559428434,mansi.kapoor47@gmail.com,2023-07-08,Marathi,Laptop
C0199,Kavitha Saxena,26,Female,Lucknow,Uttar Pradesh,9438663227,kavitha.saxena64@yahoo.com,2023-05-18,Punjabi,Laptop
C0200,Aarti Banerjee,54,Female,Pune,Maharashtra,8034717545,aarti.banerjee33@gmail.com,19-12-2023,Kannada,Smart TV
C0201,Vishal Tiwari,50,Other,Surat,Gujarat,6169472256,vishal.tiwari10@yahoo.com,2023-03-23,Marathi,Laptop
C0202,Ruhi Desai,46,Female,Coimbatore,Tamil Nadu,6622023413,ruhi.desai9@gmail.com,2024-04-29,,Tablet
C0203,Riya Joshi,27,Female,Nagpur,Maharashtra,6433472282,riya.joshi42@gmail.com,2024-05-02,Bengali,Tablet
C0204,Kartik Rao,47,Male,Bhopal,Madhya Pradesh,6884578317,kartik.rao20@gmail.com,07-11-2023,Telugu,Laptop
C0205,Kartik Sharma,49,Male,Surat,Gujarat,6493085368,kartik.sharma92@gmail.com,2024-10-23,Bengali,Mobile
